Model,Training Time (s),Prediction Time (s),MAE,R-squared,RMSE,MSE
Parallel Ridge Regression,1.868802547454834,2.487231492996216,0.027288707114012035,0.722053403907188,0.06412663090260144,0.004112224790918478
