Model,Training Time (s),Prediction Time (s),MAE,R-squared,RMSE,MSE
Parallel GPR (Fitting & Prediction),289.7842903137207,949.2290959358215,0.025957075459962536,0.7095926459739847,0.06554831747872582,0.004296581924291832
