Model,Training Time (s),Prediction Time (s),MAE,R-squared,RMSE,MSE
Parallel SVR (Fitting & Prediction),10.355849742889404,111.80802202224731,0.060923083235735746,0.4366400718043275,0.0912957834337665,0.008334920072785194
