Model,Training Time (s),Prediction Time (s),MAE,R-squared,RMSE,MSE
Parallel Linear Regression,0.28474926948547363,0.012109041213989258,0.027569247307745424,0.8098350487287088,0.05304237747039126,0.0028134938077114704
